rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
1424,Bruno Langa,Mozambique,DF,Almería,La Liga,25,1997,11,820,1,0,1,1,0,0.2,0.2,14,25,0.11,0.00,17,12,42.9,4,7,4,33,2,0,0,0,0,0,0,0,307,400,76.8,2470,86.9,80.4,47.1,7,18,8,45,21,61.9,23.8,14,10,2,3,1,8,25.0,0.22,0.13,0.50,25.0,1.87,0.11,0,2023-2024
1425,Gianluca Lapadula,Peru,FW,Cagliari,Serie A,33,1990,23,1205,3,1,4,2,1,4.8,4.1,8,4,0.22,0.07,1,1,10.0,1,1,2,5,0,0,0,0,0,0,0,0,120,171,70.2,217,79.1,81.0,54.5,19,2,3,7,9,44.4,33.3,8,6,7,8,3,34,29.4,0.75,0.06,0.20,40.4,2.54,0.30,0,2023-2024
1427,Julien Laporte,France,DF,Lorient,Ligue 1,29,1993,23,1818,0,0,0,0,0,0.8,0.8,5,56,0.00,0.00,23,14,44.4,26,10,11,116,1,0,0,0,0,0,0,0,883,1023,86.3,7085,92.6,93.6,63.9,1,66,7,238,2,50.0,50.0,5,3,1,2,0,13,7.7,0.05,0.00,0.00,52.8,0.40,0.00,0,2023-2024
1428,Cyle Larin,Canada,FW,Mallorca,La Liga,28,1995,35,1823,3,2,5,3,0,9.0,9.0,20,13,0.15,0.10,17,8,28.6,5,11,3,17,0,0,0,0,0,0,0,0,184,294,62.6,410,71.8,64.6,62.5,11,8,1,26,39,35.9,59.0,20,13,17,34,3,69,36.2,1.23,0.04,0.12,44.9,1.29,0.20,0,2023-2024
1429,Yasser Larouci,Algeria,DF,Sheffield Utd,Premier League,22,2001,11,531,0,0,0,0,0,0.2,0.2,18,14,0.00,0.00,17,9,71.4,1,5,7,20,1,0,0,0,0,0,0,0,131,185,70.8,714,85.4,76.3,35.3,2,11,0,29,17,58.8,41.2,18,13,4,5,0,6,16.7,0.17,0.00,0.00,20.0,1.36,0.00,0,2023-2024
1430,Hugo Larsson,Sweden,MF,Eint Frankfurt,Bundesliga,19,2004,29,1886,2,1,3,2,0,1.3,1.3,26,68,0.10,0.05,32,18,53.6,7,27,29,30,1,0,0,0,0,0,0,0,835,965,86.5,3346,89.7,90.9,71.1,10,52,8,52,19,36.8,57.9,26,19,4,7,2,10,40.0,0.19,0.20,0.50,32.1,1.19,0.24,0,2023-2024
1431,Jamaal Lascelles,England,DF,Newcastle Utd,Premier League,29,1993,16,1080,1,0,1,1,0,0.7,0.7,8,31,0.08,0.00,14,9,54.5,12,5,5,42,0,0,0,0,0,0,0,0,669,774,86.4,3694,91.6,91.0,47.5,2,38,1,101,3,33.3,33.3,8,6,0,4,1,6,16.7,0.08,0.17,1.00,66.2,0.67,0.00,0,2023-2024
1432,Juanmi Latasa,Spain,FW,Getafe,La Liga,22,2001,32,1555,2,0,2,2,0,3.6,3.5,7,16,0.12,0.00,9,7,9.1,0,9,4,21,0,0,0,0,0,0,0,0,192,368,52.2,380,57.9,47.4,38.9,19,13,8,21,13,46.2,38.5,7,10,3,21,2,44,34.1,0.87,0.05,0.13,53.4,1.91,0.06,0,2023-2024
1433,Toni Lato,Spain,DF,Mallorca,La Liga,25,1997,28,1544,0,1,1,0,0,0.2,0.2,30,39,0.00,0.06,38,23,59.3,3,14,17,27,0,0,0,0,0,0,0,0,595,788,75.5,3108,87.8,76.1,48.3,10,26,14,40,18,55.6,27.8,30,23,8,7,0,5,20.0,0.06,0.00,0.00,34.5,1.75,0.06,0,2023-2024
1434,Armand Lauriente,France,FW,Sassuolo,Serie A,24,1998,37,2908,5,4,9,5,0,5.7,5.7,125,99,0.15,0.12,31,20,29.5,4,25,15,11,0,0,0,0,0,0,0,0,628,908,69.2,3171,83.6,67.8,36.6,47,49,36,9,135,46.7,40.0,125,84,48,55,5,84,35.7,0.93,0.06,0.17,17.6,3.40,0.25,0,2023-2024
1435,Roméo Lavia,Belgium,MF,Chelsea,Premier League,19,2004,1,33,0,0,0,0,0,0.0,0.0,0,1,0.00,0.00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,27,81.5,51,90.0,92.9,0.0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,0,2023-2024
1436,Lázaro,Brazil,FW,Almería,La Liga,21,2002,14,285,0,0,0,0,0,0.9,0.9,5,6,0.00,0.00,4,1,25.0,0,4,1,1,0,0,0,0,0,0,0,0,69,100,69.0,308,74.5,82.8,46.2,6,4,1,2,16,31.3,62.5,5,3,2,5,0,8,50.0,1.26,0.00,0.00,26.7,3.80,0.32,0,2023-2024
1437,Valentino Lazaro,Austria,DF,Torino,Serie A,27,1996,35,1994,0,4,4,0,0,1.7,1.7,53,94,0.00,0.18,18,11,68.4,1,13,8,29,0,0,0,0,0,0,0,0,839,1106,75.9,4761,91.0,75.8,44.1,34,64,32,39,43,46.5,27.9,53,29,10,8,0,17,23.5,0.18,0.00,0.00,41.2,2.62,0.23,0,2023-2024
1438,Darko Lazović,Serbia,FW,Hellas Verona,Serie A,32,1990,32,1928,3,2,5,2,1,2.8,2.0,43,66,0.14,0.09,26,16,51.6,1,9,6,14,0,0,0,0,0,0,0,0,431,671,64.2,2845,82.3,66.5,42.2,31,51,21,22,27,18.5,70.4,43,21,14,16,3,33,39.4,0.61,0.06,0.15,34.8,2.80,0.14,0,2023-2024
1439,Manuel Lazzari,Italy,DF,Lazio,Serie A,29,1993,24,1671,0,2,2,0,0,1.0,1.0,73,62,0.00,0.11,26,18,64.3,4,16,12,37,1,0,0,0,0,0,0,0,826,975,84.7,3791,93.1,85.4,50.0,9,57,12,30,24,45.8,41.7,73,53,6,5,0,8,25.0,0.11,0.00,0.00,23.8,1.72,0.27,0,2023-2024
1440,Théo Le Bris,France,DF,Lorient,Ligue 1,20,2002,26,1516,0,2,2,0,0,1.2,1.2,56,58,0.00,0.12,35,22,47.5,3,21,12,42,0,0,0,0,0,0,0,0,531,680,78.1,2186,84.7,80.2,47.1,13,21,18,49,35,45.7,48.6,56,38,8,7,0,13,15.4,0.12,0.00,0.00,38.9,1.66,0.24,0,2023-2024
1441,Julien Le Cardinal,France,DF,Brest,Ligue 1,25,1997,12,473,0,0,0,0,0,0.3,0.3,3,24,0.00,0.00,19,11,66.7,3,3,13,26,0,0,0,0,0,0,0,0,212,258,82.2,1880,85.0,86.0,75.9,2,18,0,39,5,60.0,40.0,3,4,0,1,0,4,50.0,0.38,0.00,0.00,55.0,1.71,0.38,0,2023-2024
1442,Julien Le Cardinal,France,DF,Lens,Ligue 1,25,1997,2,58,0,0,0,0,0,0.0,0.0,1,4,0.00,0.00,6,2,44.4,1,1,0,0,0,0,0,0,0,0,0,0,23,32,71.9,201,75.0,80.0,57.1,0,2,0,3,1,100.0,0.0,1,0,0,0,0,0,0,0.00,0,0,100.0,1.55,0.00,0,2023-2024
1443,Jérémy Le Douaron,France,FW,Brest,Ligue 1,25,1998,33,1618,4,0,4,4,0,6.2,6.2,48,21,0.22,0.00,21,10,42.3,1,13,2,10,0,0,0,0,0,0,0,0,252,387,65.1,739,74.0,69.5,48.6,10,11,8,14,60,26.7,58.3,48,31,15,24,4,50,38.0,1.06,0.08,0.21,51.1,1.78,0.22,0,2023-2024
1444,Enzo Le Fée,France,MF,Rennes,Ligue 1,23,2000,25,1527,0,1,1,0,0,0.5,0.5,45,124,0.00,0.06,50,35,48.9,3,14,19,20,0,0,0,0,0,0,0,0,897,1043,86.0,4647,89.1,88.4,71.3,28,112,26,48,53,54.7,41.5,45,48,7,24,0,12,0.0,0.00,0.00,0,47.8,3.36,0.06,0,2023-2024
1445,Vincent Le Goff,France,DF,Lorient,Ligue 1,33,1989,9,541,1,1,2,1,0,0.1,0.1,9,22,0.17,0.17,5,0,50.0,3,8,3,10,0,0,0,0,0,0,0,0,252,322,78.3,1509,88.8,78.0,48.6,9,17,4,19,4,100.0,0.0,9,10,1,2,1,4,25.0,0.17,0.25,1.00,50.0,2.17,0.17,0,2023-2024
1446,Robin Le Normand,Spain,DF,Real Sociedad,La Liga,26,1996,29,2469,2,0,2,2,0,1.0,1.0,21,106,0.07,0.00,31,22,56.7,15,11,28,96,1,0,0,0,0,0,0,0,1562,1765,88.5,8514,91.4,92.8,74.7,3,94,0,171,1,100.0,0.0,21,16,0,6,2,8,62.5,0.18,0.25,0.40,64.7,0.62,0.04,0,2023-2024
1447,Nicola Leali,Italy,GK,Genoa,Serie A,30,1993,3,176,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,2,1.02,7,77.8,0,0.0,0,40,72,55.6,1302,100.0,100.0,39.6,0,4,0,54,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.51,0.00,7.4,2023-2024
1448,Rafael Leão,Portugal,FW,Milan,Serie A,24,1999,34,2512,9,9,18,9,0,10.0,10.0,160,117,0.32,0.32,16,10,61.5,1,14,9,19,0,0,0,0,0,0,0,0,760,1032,73.6,3205,81.9,77.3,56.4,59,65,62,20,154,50.0,39.6,160,99,82,41,9,70,34.3,0.86,0.13,0.38,58.5,4.83,0.93,0,2023-2024
1449,Adrien Lebeau,France,MF,Brest,Ligue 1,24,1999,7,54,0,1,1,0,0,0.1,0.1,1,0,0.00,1.67,0,0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,19,29,65.5,93,76.9,87.5,25.0,4,2,0,1,1,0.0,100.0,1,2,1,1,0,2,0.0,0.00,0.00,0,0.0,6.67,1.67,0,2023-2024
1450,Jean-Louis Leca,France,GK,Lens,Ligue 1,37,1985,1,90,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,1,0,2,2.00,0,0.0,0,0.0,0,16,26,61.5,199,80.0,100.0,18.2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,0.0,2023-2024
1451,Benjamin Lecomte,France,GK,Montpellier,Ligue 1,32,1991,30,2700,0,1,1,0,0,0.0,0.0,0,0,0.00,0.03,0,0,0.0,0,0,0,16,1,37,1.23,102,75.9,10,33.3,20.0,670,1006,66.6,14917,98.1,97.1,44.8,2,10,0,846,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.27,0.03,6.2,2023-2024
1452,Jeremías Ledesma,Argentina,GK,Cádiz,La Liga,30,1993,34,3048,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,1,1,25.0,0,0,0,15,3,47,1.39,104,70.2,9,26.5,0.0,689,1186,58.1,23314,97.5,98.8,43.2,1,58,0,992,2,100.0,0.0,0,0,0,0,0,0,0,0.00,0,0,66.7,0.21,0.06,10.1,2023-2024
1453,Pierre Lees-Melou,France,MF,Brest,Ligue 1,30,1993,29,2517,4,0,4,4,0,2.4,2.4,51,193,0.14,0.00,96,67,38.0,11,50,43,64,3,0,0,0,0,0,0,0,1425,1673,85.2,9103,88.9,89.5,75.2,27,152,22,125,44,65.9,31.8,51,56,13,12,4,52,25.0,0.46,0.08,0.31,62.5,3.00,0.18,0,2023-2024
1454,Diogo Leite,Portugal,DF,Union Berlin,Bundesliga,24,1999,32,2702,0,0,0,0,0,0.8,0.8,14,121,0.00,0.00,52,36,49.0,22,26,47,155,1,0,0,0,0,0,0,0,1263,1581,79.9,9175,89.8,86.8,50.6,6,113,3,243,11,54.5,45.5,14,9,2,7,0,13,30.8,0.13,0.00,0.00,61.7,0.80,0.10,0,2023-2024
1455,Maxim Leitsch,Germany,DF,Mainz 05,Bundesliga,25,1998,7,379,0,0,0,0,0,0.0,0.0,1,7,0.00,0.00,6,3,50.0,0,2,4,13,0,0,0,0,0,0,0,0,133,171,77.8,1006,68.6,85.9,70.8,0,7,1,26,2,0.0,100.0,1,0,0,0,0,0,0,0.00,0,0,68.4,0.24,0.24,0,2023-2024
1456,Florian Lejeune,France,DF,Rayo Vallecano,La Liga,32,1991,37,3327,3,1,4,3,0,3.3,3.3,15,114,0.08,0.03,39,25,63.3,18,15,23,155,1,0,0,0,0,0,0,0,1636,2031,80.6,16035,87.9,93.0,53.0,9,137,5,341,5,80.0,0.0,15,6,0,4,3,67,31.3,0.57,0.04,0.14,62.0,1.19,0.08,0,2023-2024
1457,Stefan Lekovic,Serbia,DF,Villarreal,La Liga,19,2004,1,29,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12,14,85.7,29,87.5,75.0,100.0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,0,2023-2024
1458,Iñigo Lekue,Spain,DF,Athletic Club,La Liga,30,1993,27,2002,0,2,2,0,0,0.2,0.2,44,119,0.00,0.09,40,22,50.9,6,18,15,50,0,0,0,0,0,0,0,0,1012,1273,79.5,6247,88.2,84.7,48.3,17,86,16,82,44,40.9,56.8,44,30,1,9,0,5,0.0,0.00,0.00,0,62.5,1.57,0.31,0,2023-2024
1459,Thomas Lemar,France,MF,Atlético Madrid,La Liga,27,1995,3,164,0,0,0,0,0,0.2,0.2,5,13,0.00,0.00,3,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,71,84,84.5,285,89.1,86.2,33.3,1,10,1,0,2,50.0,50.0,5,4,0,2,0,2,0.0,0.00,0.00,0,0.0,1.66,0.00,0,2023-2024
1460,Mario Lemina,Gabon,MF,Wolves,Premier League,29,1993,35,2968,4,1,5,4,0,4.6,4.6,32,76,0.12,0.03,90,58,53.2,9,27,41,64,0,0,0,0,0,0,0,0,1261,1470,85.8,5341,91.1,88.2,63.0,20,65,8,130,46,54.3,41.3,32,31,3,22,4,48,37.5,0.55,0.08,0.22,46.1,1.42,0.15,0,2023-2024
1461,Álvaro Lemos,Spain,DF,Las Palmas,La Liga,30,1993,4,251,0,0,0,0,0,0.0,0.0,6,17,0.00,0.00,4,1,0.0,1,2,2,4,0,0,0,0,0,0,0,0,145,185,78.4,488,93.7,76.7,39.1,0,12,2,8,2,0.0,100.0,6,7,0,0,0,1,0.0,0.00,0.00,0,71.4,0.36,0.00,0,2023-2024
1463,Clément Lenglet,France,DF,Aston Villa,Premier League,28,1995,14,1153,0,1,1,0,0,0.9,0.9,26,51,0.00,0.08,13,9,53.8,11,8,7,47,1,0,0,0,0,0,0,0,822,918,89.5,5173,94.7,94.3,64.6,2,34,3,165,8,37.5,25.0,26,18,0,3,0,8,25.0,0.16,0.00,0.00,57.7,1.17,0.08,0,2023-2024
1464,Bernd Leno,Germany,GK,Fulham,Premier League,31,1992,38,3420,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,14,1,61,1.61,133,72.1,10,26.3,0.0,1250,1577,79.3,18166,99.3,99.5,42.6,0,23,0,1275,0,0,0,0,0,0,0,0,0,0,0.00,0,0,90.9,0.03,0.00,4.0,2023-2024
1465,Christopher Lenz,Germany,DF,RB Leipzig,Bundesliga,28,1994,5,47,0,0,0,0,0,0.0,0.0,1,2,0.00,0.00,2,1,100.0,0,0,2,2,0,0,0,0,0,0,0,0,38,49,77.6,211,93.8,91.3,0.0,1,3,0,3,0,0,0,1,0,0,0,0,0,0,0.00,0,0,66.7,3.83,0.00,0,2023-2024
1467,Johann Lepenant,France,MF,Lyon,Ligue 1,20,2002,6,253,0,0,0,0,0,0.1,0.1,5,24,0.00,0.00,4,3,12.5,0,5,4,0,0,0,0,0,0,0,0,0,165,186,88.7,734,92.0,89.3,83.3,3,22,0,5,4,75.0,25.0,5,7,3,0,0,4,50.0,0.71,0.00,0.00,33.3,2.48,0.35,0,2023-2024
1468,Jefferson Lerma,Colombia,MF,Crystal Palace,Premier League,28,1994,28,2400,1,1,2,1,0,2.7,2.7,14,106,0.04,0.04,42,25,47.5,12,19,36,72,0,0,0,0,0,0,0,0,1018,1250,81.4,5095,88.6,82.8,57.0,24,109,20,99,20,55.0,30.0,14,17,2,14,1,34,26.5,0.34,0.03,0.11,67.6,2.06,0.15,0,2023-2024
1469,Léo Leroy,France,MF,Montpellier,Ligue 1,23,2000,21,499,0,1,1,0,0,0.8,0.8,8,21,0.00,0.18,19,10,28.6,3,9,7,8,0,0,0,0,0,0,0,0,132,184,71.7,933,75.9,78.8,64.0,4,12,2,18,14,35.7,64.3,8,5,1,5,0,7,14.3,0.18,0.00,0.00,47.1,1.44,0.18,0,2023-2024
1470,Robert Lewandowski,Poland,FW,Barcelona,La Liga,34,1988,35,2750,19,8,27,15,4,18.1,15.0,43,64,0.62,0.26,8,5,33.3,4,9,9,18,0,0,0,0,0,0,0,0,416,592,70.3,1192,79.7,71.4,60.0,27,27,25,24,54,42.6,55.6,43,28,20,28,19,90,41.1,1.21,0.17,0.41,51.0,2.06,0.39,0,2023-2024
1471,Jamie Leweling,Germany,FW,Stuttgart,Bundesliga,22,2001,34,1523,4,4,8,4,0,6.1,6.1,65,35,0.24,0.24,18,10,29.4,1,20,5,13,0,0,0,0,0,0,0,0,470,599,78.5,1524,86.4,77.7,51.2,23,19,18,18,58,44.8,46.6,65,38,28,39,4,44,50.0,1.30,0.09,0.18,23.5,3.61,0.47,0,2023-2024
1472,Rico Lewis,England,DF,Manchester City,Premier League,18,2004,16,809,2,0,2,2,0,0.6,0.6,21,33,0.22,0.00,10,7,42.9,1,6,4,6,0,0,0,0,0,0,0,0,518,568,91.2,1127,96.6,93.5,60.0,13,29,9,8,9,44.4,44.4,21,20,5,12,2,5,80.0,0.44,0.40,0.50,0.0,1.67,0.00,0,2023-2024
1473,Keane Lewis-Potter,England,FW,Brentford,Premier League,22,2001,30,1441,3,1,4,3,0,6.3,6.3,56,32,0.19,0.06,17,7,46.7,2,8,7,23,0,0,0,0,0,0,0,0,289,415,69.6,969,82.0,74.8,33.9,13,11,14,32,58,36.2,56.9,56,32,24,18,3,43,46.5,1.25,0.07,0.15,40.5,2.06,0.12,0,2023-2024
1474,Philipp Lienhart,Austria,DF,Freiburg,Bundesliga,27,1996,15,1265,1,0,1,1,0,1.1,1.1,14,53,0.07,0.00,20,13,56.5,11,7,14,51,0,0,0,0,0,0,0,0,814,982,82.9,6421,88.1,92.8,55.8,3,51,5,110,3,0.0,100.0,14,12,0,0,1,7,42.9,0.21,0.14,0.33,70.2,1.00,0.07,0,2023-2024
1475,Matthijs de Ligt,Netherlands,DF,Bayern Munich,Bundesliga,23,1999,22,1390,2,0,2,2,0,1.7,1.7,16,98,0.13,0.00,15,12,54.5,10,4,19,52,0,0,0,0,0,0,0,0,1120,1193,93.9,7091,94.8,97.1,76.9,3,109,1,118,2,100.0,0.0,16,15,2,2,2,14,42.9,0.39,0.14,0.33,59.4,0.84,0.06,0,2023-2024
1476,Victor Lindelöf,Sweden,DF,Manchester Utd,Premier League,29,1994,19,1328,1,1,2,1,0,0.8,0.8,17,40,0.07,0.07,15,10,38.5,9,9,12,40,1,0,0,0,0,0,0,0,826,927,89.1,3696,91.5,92.2,68.6,8,62,3,102,1,100.0,0.0,17,14,0,3,1,6,66.7,0.27,0.17,0.25,41.5,1.29,0.20,0,2023-2024
1477,Jesper Lindstrøm,Denmark,FW,Napoli,Serie A,23,2000,22,430,0,0,0,0,0,0.7,0.7,16,16,0.00,0.00,8,3,50.0,0,3,2,6,0,0,0,0,0,0,0,0,188,229,82.1,472,93.0,79.2,72.2,13,9,6,2,25,44.0,56.0,16,10,5,8,0,14,14.3,0.42,0.00,0.00,20.0,5.01,0.00,0,2023-2024
1479,Karol Linetty,Poland,MF,Torino,Serie A,28,1995,28,1858,0,0,0,0,0,0.5,0.5,31,87,0.00,0.00,30,21,31.0,8,16,23,27,1,0,0,0,0,0,0,0,755,884,85.4,3517,89.1,89.8,73.8,15,79,6,42,17,47.1,41.2,31,24,5,11,0,16,6.3,0.05,0.00,0.00,52.9,1.74,0.05,0,2023-2024
1480,Samuel Lino,Brazil,DF,Atlético Madrid,La Liga,23,1999,34,2080,4,5,9,4,0,5.6,5.6,131,84,0.17,0.22,61,34,50.0,1,36,14,27,0,0,0,0,0,0,0,0,816,1015,80.4,2608,88.7,82.4,59.1,34,36,38,43,75,53.3,37.3,131,81,44,35,4,54,38.9,0.91,0.07,0.19,34.6,3.33,0.52,0,2023-2024
1481,Luca Lipani,Italy,MF,Sassuolo,Serie A,18,2005,8,384,0,0,0,0,0,0.1,0.1,6,20,0.00,0.00,9,7,27.3,2,7,6,7,0,0,0,0,0,0,0,0,123,160,76.9,785,88.9,73.1,55.0,3,22,2,11,4,50.0,50.0,6,1,1,4,0,3,33.3,0.23,0.00,0.00,41.7,2.10,0.00,0,2023-2024
1482,Pol Lirola,Spain,DF,Frosinone,Serie A,25,1997,25,1536,2,1,3,2,0,1.3,1.3,30,65,0.12,0.06,30,18,48.6,1,11,19,41,1,0,0,0,0,0,0,0,556,722,77.0,3289,88.6,78.2,52.8,13,37,14,45,13,46.2,53.8,30,20,1,9,2,9,33.3,0.18,0.22,0.67,42.4,1.88,0.06,0,2023-2024
1484,Valentino Livramento,England,DF,Newcastle Utd,Premier League,20,2002,26,1314,1,0,1,1,0,0.4,0.4,44,61,0.07,0.00,23,13,47.6,7,9,25,41,1,0,0,0,0,0,0,0,689,802,85.9,2947,92.1,86.8,50.9,12,58,16,63,30,56.7,26.7,44,17,8,18,1,4,50.0,0.14,0.25,0.50,60.0,2.47,0.34,0,2023-2024
1485,Dejan Ljubicic,Austria,MF,Köln,Bundesliga,25,1997,26,2048,0,2,2,0,0,1.9,1.9,41,84,0.00,0.09,43,27,46.5,2,20,18,11,0,0,0,0,0,0,0,0,670,843,79.5,2716,87.0,81.4,64.6,28,54,20,20,33,45.5,48.5,41,47,5,18,0,38,23.7,0.40,0.00,0.00,42.1,2.68,0.09,0,2023-2024
1486,Javier Llabrés,Spain,MF,Mallorca,La Liga,20,2002,16,247,1,0,1,1,0,0.7,0.7,9,5,0.36,0.00,3,1,50.0,0,1,3,4,0,0,0,0,0,0,0,0,64,97,66.0,216,82.9,67.6,46.7,5,2,2,3,8,62.5,37.5,9,6,2,7,1,9,44.4,1.46,0.11,0.25,40.0,2.55,0.00,0,2023-2024
1487,Diego Llorente,Spain,DF,Roma,Serie A,29,1993,29,2170,1,1,2,1,0,0.3,0.3,20,75,0.04,0.04,31,19,45.8,27,13,22,79,0,0,0,0,0,0,0,0,1501,1648,91.1,9300,96.7,94.6,66.7,4,71,1,233,7,42.9,42.9,20,10,0,3,1,9,44.4,0.17,0.11,0.25,46.2,0.91,0.08,0,2023-2024
1488,Marcos Llorente,Spain,MF,Atlético Madrid,La Liga,28,1995,37,2565,6,4,10,6,0,4.1,4.1,71,106,0.21,0.14,40,23,36.4,11,25,14,35,0,0,0,0,0,0,0,0,974,1219,79.9,3643,90.5,80.6,50.7,26,60,36,44,27,40.7,40.7,71,40,20,18,6,30,63.3,0.67,0.20,0.32,33.3,1.68,0.28,0,2023-2024
1489,Gautier Lloris,France,DF,Le Havre,Ligue 1,28,1995,31,2778,2,0,2,2,0,2.1,2.1,13,105,0.06,0.00,50,28,66.7,30,20,32,142,1,0,0,0,0,0,0,0,1194,1398,85.4,7934,89.2,92.2,49.7,3,80,3,266,10,40.0,50.0,13,14,0,2,2,16,25.0,0.13,0.13,0.50,67.6,0.58,0.00,0,2023-2024
1490,Abou Lô,Senegal,MF,Metz,Ligue 1,23,2000,6,197,0,0,0,0,0,0.1,0.1,0,4,0.00,0.00,3,1,25.0,2,3,4,8,0,0,0,0,0,0,0,0,65,74,87.8,446,95.2,92.9,66.7,2,6,1,15,3,66.7,33.3,0,2,0,0,0,1,0.0,0.00,0.00,0,50.0,0.91,0.00,0,2023-2024
1491,Giovani Lo Celso,Argentina,MF,Tottenham,Premier League,27,1996,22,506,2,2,4,2,0,0.6,0.6,25,68,0.36,0.36,22,13,64.3,1,3,5,2,0,0,0,0,0,0,0,0,449,503,89.3,2073,93.8,92.7,73.3,18,44,14,13,14,57.1,21.4,25,20,0,7,2,13,46.2,1.07,0.15,0.33,16.7,4.96,0.53,0,2023-2024
1492,Stanislav Lobotka,Slovakia,MF,Napoli,Serie A,28,1994,38,3282,0,1,1,0,0,0.6,0.6,29,188,0.00,0.03,61,39,40.0,8,22,30,29,0,0,0,0,0,0,0,0,2081,2278,91.4,8906,93.3,93.7,79.2,23,212,22,94,33,45.5,33.3,29,47,2,13,0,14,28.6,0.11,0.00,0.00,32.4,2.41,0.11,0,2023-2024
1493,Manuel Locatelli,Italy,MF,Juventus,Serie A,25,1998,36,3008,1,4,5,1,0,1.3,1.3,21,232,0.03,0.12,69,43,53.4,17,26,25,65,0,0,0,0,0,0,0,0,1703,1988,85.7,11134,90.6,91.6,71.3,26,229,30,101,19,68.4,26.3,21,37,2,17,1,24,12.5,0.09,0.04,0.33,63.4,2.39,0.21,0,2023-2024
1494,Bradley Locko,France,DF,Brest,Ligue 1,21,2002,33,2959,0,3,3,0,0,0.3,0.3,83,129,0.00,0.09,97,55,58.8,1,27,40,69,0,0,0,0,0,0,0,0,1544,1852,83.4,8098,88.1,86.6,62.0,24,109,37,112,118,47.5,44.1,83,62,4,28,0,12,16.7,0.06,0.00,0.00,54.5,1.92,0.21,0,2023-2024
1495,Tom Lockyer,Wales,DF,Luton Town,Premier League,28,1994,14,1169,1,1,2,1,0,1.1,1.1,6,37,0.08,0.08,25,16,68.2,13,10,23,68,0,0,0,0,0,0,0,0,301,422,71.3,3120,77.9,83.6,50.4,3,37,4,108,6,66.7,33.3,6,6,1,2,1,7,14.3,0.08,0.14,1.00,66.0,0.77,0.08,0,2023-2024
1496,Renan Lodi,Brazil,DF,Marseille,Ligue 1,25,1998,14,1235,0,0,0,0,0,0.3,0.3,25,51,0.00,0.00,24,16,61.9,2,5,16,35,0,0,0,0,0,0,0,0,579,748,77.4,2568,89.0,81.2,49.5,14,37,11,47,8,25.0,62.5,25,30,2,2,0,6,33.3,0.15,0.00,0.00,38.9,1.97,0.00,0,2023-2024
1497,Ruben Loftus-Cheek,England,MF,Milan,Serie A,27,1996,29,2068,6,1,7,6,0,3.7,3.7,73,74,0.26,0.04,28,18,55.6,12,12,9,10,1,0,0,0,0,0,0,0,619,733,84.4,1765,90.5,83.7,69.4,25,50,12,27,56,53.6,35.7,73,63,9,22,6,40,35.0,0.61,0.15,0.43,58.1,2.22,0.26,0,2023-2024
1498,Elysée Logbo,France,FW,Le Havre,Ligue 1,19,2004,10,248,0,0,0,0,0,0.3,0.3,1,2,0.00,0.00,0,0,0.0,3,4,0,2,0,0,0,0,0,0,0,0,31,40,77.5,37,78.3,70.0,50.0,3,2,0,4,5,80.0,20.0,1,0,1,7,0,4,0.0,0.00,0.00,0,30.8,1.09,0.00,0,2023-2024
1499,Enzo Loiodice,France,MF,Las Palmas,La Liga,22,2000,34,1790,0,1,1,0,0,0.5,0.5,27,97,0.00,0.05,62,35,47.6,2,18,12,16,1,0,0,0,0,0,0,0,935,1129,82.8,2865,89.6,85.8,54.1,19,81,7,34,53,52.8,39.6,27,27,4,42,0,16,37.5,0.30,0.00,0.00,50.0,2.06,0.10,0,2023-2024
