Rk,player,Nation,Pos,Squad,league,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Rk_sht,Nation_sht,Pos_sht,Age_sht,Born_sht,90s_sht,Gls_sht,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_sht,PKatt_sht,Matches_sht
2273,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,32,1991,30,29,2599,28.9,0,5,5,0,0,0,10,0,0.00,0.17,0.17,0.00,0.17,Matches,2273,nl NED,"MF,DF",32,1991,28.9,0,16,3,18.8,0.55,0.10,0.00,0.00,0,0,Matches
2276,Pablo Rosario,do DOM,"MF,DF",Nice,fr Ligue 1,26,1997,30,21,2009,22.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2276,do DOM,"MF,DF",26,1997,22.3,0,16,3,18.8,0.72,0.13,0.00,0.00,0,0,Matches
2280,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,22,2001,22,11,1010,11.2,0,2,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matches,2280,fr FRA,DF,22,2001,11.2,0,3,1,33.3,0.27,0.09,0.00,0.00,0,0,Matches
2281,Jérôme Roussillon,gp GLP,"DF,MF",Union Berlin,de Bundesliga,30,1993,23,8,752,8.4,0,1,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches,2281,gp GLP,"DF,MF",30,1993,8.4,0,7,4,57.1,0.84,0.48,0.00,0.00,0,0,Matches
2282,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,21,2001,23,16,1318,14.6,0,2,2,0,0,0,6,0,0.00,0.14,0.14,0.00,0.14,Matches,2282,it ITA,MF,21,2001,14.6,0,5,1,20.0,0.34,0.07,0.00,0.00,0,0,Matches
2283,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29,1994,30,30,2600,28.9,3,0,3,3,0,0,5,0,0.10,0.00,0.10,0.10,0.10,Matches,2283,xk KVX,DF,29,1994,28.9,3,25,8,32.0,0.87,0.28,0.12,0.38,0,0,Matches
2284,Ruan,br BRA,DF,Sassuolo,it Serie A,24,1999,26,16,1516,16.8,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches,2284,br BRA,DF,24,1999,16.8,0,7,2,28.6,0.42,0.12,0.00,0.00,0,0,Matches
2285,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,eng Premier League,30,1993,27,11,1101,12.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2285,cd COD,MF,30,1993,12.2,0,11,1,9.1,0.90,0.08,0.00,0.00,0,0,Matches
2286,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30,1993,33,30,2709,30.1,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches,2286,de GER,DF,30,1993,30.1,1,19,2,10.5,0.63,0.07,0.05,0.50,0,0,Matches
2289,Daniele Rugani,it ITA,DF,Juventus,it Serie A,29,1994,17,13,1187,13.2,2,0,2,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches,2289,it ITA,DF,29,1994,13.2,2,8,2,25.0,0.61,0.15,0.25,1.00,0,0,Matches
2290,Matteo Ruggeri,it ITA,MF,Atalanta,it Serie A,21,2002,34,28,2449,27.2,0,4,4,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matches,2290,it ITA,MF,21,2002,27.2,0,12,4,33.3,0.44,0.15,0.00,0.00,0,0,Matches
2291,Mário Rui,pt POR,DF,Napoli,it Serie A,32,1991,21,14,1205,13.4,0,2,2,0,0,0,7,1,0.00,0.15,0.15,0.00,0.15,Matches,2291,pt POR,DF,32,1991,13.4,0,5,2,40.0,0.37,0.15,0.00,0.00,0,0,Matches
2292,Aitor Ruibal,es ESP,"DF,MF",Real Betis,es La Liga,27,1996,18,11,1017,11.3,2,1,3,2,0,0,5,0,0.18,0.09,0.27,0.18,0.27,Matches,2292,es ESP,"DF,MF",27,1996,11.3,2,13,2,15.4,1.15,0.18,0.15,1.00,0,0,Matches
2293,Fabián Ruiz Peña,es ESP,MF,PSG,fr Ligue 1,27,1996,21,14,1197,13.3,1,3,4,1,0,0,3,0,0.08,0.23,0.30,0.08,0.30,Matches,2293,es ESP,MF,27,1996,13.3,1,19,6,31.6,1.43,0.45,0.05,0.17,0,0,Matches
2294,Sergio Ruiz,es ESP,MF,Granada,es La Liga,28,1994,35,30,2494,27.7,0,4,4,0,0,0,9,0,0.00,0.14,0.14,0.00,0.14,Matches,2294,es ESP,MF,28,1994,27.7,0,13,1,7.7,0.47,0.04,0.00,0.00,0,0,Matches
2295,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25,1997,21,20,1767,19.6,4,1,5,4,0,0,3,0,0.20,0.05,0.25,0.20,0.25,Matches,2295,no NOR,DF,25,1997,19.6,4,18,8,44.4,0.92,0.41,0.22,0.50,0,0,Matches
2296,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30,1992,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2296,dk DEN,GK,30,1992,33.0,0,3,0,0.0,0.09,0.00,0.00,,0,0,Matches
2297,José Sá,pt POR,GK,Wolves,eng Premier League,30,1993,35,35,3037,33.7,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches,2297,pt POR,GK,30,1993,33.7,0,0,0,,0.00,0.00,,,0,0,Matches
2298,Youssouf Sabaly,sn SEN,DF,Real Betis,es La Liga,30,1993,12,12,1046,11.6,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,2298,sn SEN,DF,30,1993,11.6,0,4,0,0.0,0.34,0.00,0.00,,0,0,Matches
2299,Emmanuel Sabbi,us USA,"MF,FW",Le Havre,fr Ligue 1,25,1997,30,18,1584,17.6,5,1,6,3,2,2,5,0,0.28,0.06,0.34,0.17,0.23,Matches,2299,us USA,"MF,FW",25,1997,17.6,5,31,11,35.5,1.76,0.62,0.16,0.45,2,2,Matches
2300,Stefano Sabelli,it ITA,"MF,DF",Genoa,it Serie A,30,1993,32,30,2429,27.0,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches,2300,it ITA,"MF,DF",30,1993,27.0,0,9,3,33.3,0.33,0.11,0.00,0.00,0,0,Matches
2301,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,29,1994,25,23,1961,21.8,4,3,7,3,1,1,3,1,0.18,0.14,0.32,0.14,0.28,Matches,2301,at AUT,MF,29,1994,21.8,4,47,20,42.6,2.16,0.92,0.09,0.20,1,1,Matches
2302,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,28,1995,19,15,1382,15.4,0,1,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches,2302,ml MLI,DF,28,1995,15.4,0,1,0,0.0,0.07,0.00,0.00,,0,0,Matches
2304,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26,1997,26,12,1077,12.0,3,1,4,3,0,0,4,0,0.25,0.08,0.33,0.25,0.33,Matches,2304,ng NGA,FW,26,1997,12.0,3,33,10,30.3,2.76,0.84,0.09,0.30,0,0,Matches
2305,Alexis Saelemaekers,be BEL,MF,Bologna,it Serie A,24,1999,30,21,1887,21.0,4,2,6,4,0,0,7,1,0.19,0.10,0.29,0.19,0.29,Matches,2305,be BEL,MF,24,1999,21.0,4,29,10,34.5,1.38,0.48,0.14,0.40,0,0,Matches
2307,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,24,1999,13,12,1054,11.7,2,0,2,2,0,0,5,0,0.17,0.00,0.17,0.17,0.17,Matches,2307,ml MLI,DF,24,1999,11.7,2,10,3,30.0,0.85,0.26,0.20,0.67,0,0,Matches
2308,Moïse Sahi Dion,ci CIV,"MF,FW",Strasbourg,fr Ligue 1,21,2001,18,7,628,7.0,3,1,4,3,0,0,0,0,0.43,0.14,0.57,0.43,0.57,Matches,2308,ci CIV,"MF,FW",21,2001,7.0,3,24,7,29.2,3.44,1.00,0.13,0.43,0,0,Matches
2309,Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,28,1995,27,11,1020,11.3,7,1,8,7,0,0,1,0,0.62,0.09,0.71,0.62,0.71,Matches,2309,fr FRA,FW,28,1995,11.3,7,45,19,42.2,3.97,1.68,0.16,0.37,0,0,Matches
2311,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21,2001,35,35,2919,32.4,16,9,25,10,6,6,4,0,0.49,0.28,0.77,0.31,0.59,Matches,2311,eng ENG,FW,21,2001,32.4,16,107,37,34.6,3.30,1.14,0.15,0.43,6,6,Matches
2313,Ibrahim Salah,ma MAR,"MF,FW",Rennes,fr Ligue 1,21,2001,23,4,524,5.8,4,1,5,4,0,0,3,0,0.69,0.17,0.86,0.69,0.86,Matches,2313,ma MAR,"MF,FW",21,2001,5.8,4,17,9,52.9,2.92,1.55,0.24,0.44,0,0,Matches
2314,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,31,1992,32,28,2534,28.2,18,10,28,13,5,7,2,0,0.64,0.36,0.99,0.46,0.82,Matches,2314,eg EGY,FW,31,1992,28.2,18,114,56,49.1,4.05,1.99,0.16,0.32,5,7,Matches
2316,Kike Salas,es ESP,DF,Sevilla,es La Liga,21,2002,23,19,1605,17.8,3,0,3,3,0,0,10,0,0.17,0.00,0.17,0.17,0.17,Matches,2316,es ESP,DF,21,2002,17.8,3,16,5,31.3,0.90,0.28,0.19,0.60,0,0,Matches
2317,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22,2001,38,38,3420,38.0,2,1,3,2,0,0,4,0,0.05,0.03,0.08,0.05,0.08,Matches,2317,fr FRA,DF,22,2001,38.0,2,10,4,40.0,0.26,0.11,0.20,0.50,0,0,Matches
2318,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,24,1999,12,11,1035,11.5,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,2318,gh GHA,DF,24,1999,11.5,0,4,1,25.0,0.35,0.09,0.00,0.00,0,0,Matches
2319,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,26,1997,27,22,1840,20.4,3,2,5,3,0,1,6,0,0.15,0.10,0.24,0.15,0.24,Matches,2319,hu HUN,"MF,FW",26,1997,20.4,3,56,19,33.9,2.74,0.93,0.05,0.16,0,1,Matches
2320,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,30,1992,20,18,1568,17.4,1,1,2,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11,Matches,2320,gf GUF,DF,30,1992,17.4,1,10,4,40.0,0.57,0.23,0.10,0.25,0,0,Matches
2322,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21,2002,34,28,2372,26.4,6,2,8,5,1,1,3,0,0.23,0.08,0.30,0.19,0.27,Matches,2322,rs SRB,MF,21,2002,26.4,6,57,17,29.8,2.16,0.65,0.11,0.35,1,1,Matches
2325,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,27,1995,20,4,551,6.1,2,3,5,2,0,0,1,0,0.33,0.49,0.82,0.33,0.82,Matches,2325,gw GNB,FW,27,1995,6.1,2,17,9,52.9,2.78,1.47,0.12,0.22,0,0,Matches
2326,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,29,1994,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2326,fr FRA,GK,29,1994,33.0,0,0,0,,0.00,0.00,,,0,0,Matches
2327,Albert Sambi Lokonga,be BEL,MF,Luton Town,eng Premier League,23,1999,17,16,1303,14.5,1,3,4,1,0,0,4,0,0.07,0.21,0.28,0.07,0.28,Matches,2327,be BEL,MF,23,1999,14.5,1,8,2,25.0,0.55,0.14,0.13,0.50,0,0,Matches
2328,Junior Sambia,cf CTA,MF,Salernitana,it Serie A,26,1996,18,10,1032,11.5,1,2,3,1,0,0,4,0,0.09,0.17,0.26,0.09,0.26,Matches,2328,cf CTA,MF,26,1996,11.5,1,12,4,33.3,1.05,0.35,0.08,0.25,0,0,Matches
2330,Antonio Sanabria,py PAR,FW,Torino,it Serie A,27,1996,35,23,2133,23.7,5,0,5,3,2,2,2,0,0.21,0.00,0.21,0.13,0.13,Matches,2330,py PAR,FW,27,1996,23.7,5,54,16,29.6,2.28,0.68,0.09,0.31,2,2,Matches
2331,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,23,2000,30,25,1975,21.9,4,5,9,4,0,1,5,2,0.18,0.23,0.41,0.18,0.41,Matches,2331,es ESP,MF,23,2000,21.9,4,42,12,28.6,1.91,0.55,0.10,0.33,0,1,Matches
2333,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,34,1988,23,6,763,8.5,2,5,7,1,1,1,0,0,0.24,0.59,0.83,0.12,0.71,Matches,2333,cl CHI,FW,34,1988,8.5,2,18,6,33.3,2.12,0.71,0.11,0.33,1,1,Matches
2334,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26,1997,29,21,1452,16.1,3,1,4,3,0,0,3,0,0.19,0.06,0.25,0.19,0.25,Matches,2334,es ESP,MF,26,1997,16.1,3,23,9,39.1,1.43,0.56,0.13,0.33,0,0,Matches
2336,Juanlu Sánchez,es ESP,"DF,MF",Sevilla,es La Liga,19,2003,26,11,1181,13.1,0,2,2,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches,2336,es ESP,"DF,MF",19,2003,13.1,0,11,2,18.2,0.84,0.15,0.00,0.00,0,0,Matches
2337,Manu Sánchez,es ESP,"DF,MF",Celta Vigo,es La Liga,22,2000,26,20,1775,19.7,0,5,5,0,0,0,3,0,0.00,0.25,0.25,0.00,0.25,Matches,2337,es ESP,"DF,MF",22,2000,19.7,0,9,2,22.2,0.46,0.10,0.00,0.00,0,0,Matches
2338,Ricard Sánchez,es ESP,DF,Granada,es La Liga,23,2000,33,25,2295,25.5,3,0,3,3,0,0,8,0,0.12,0.00,0.12,0.12,0.12,Matches,2338,es ESP,DF,23,2000,25.5,3,14,5,35.7,0.55,0.20,0.21,0.60,0,0,Matches
2339,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,25,1997,16,16,1433,15.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2339,es ESP,GK,25,1997,15.9,0,0,0,,0.00,0.00,,,0,0,Matches
2341,Jadon Sancho,eng ENG,"MF,FW",Dortmund,de Bundesliga,23,2000,14,11,947,10.5,2,2,4,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches,2341,eng ENG,"MF,FW",23,2000,10.5,2,9,4,44.4,0.86,0.38,0.22,0.50,0,0,Matches
2342,Alex Sandro,br BRA,DF,Juventus,it Serie A,32,1991,16,8,721,8.0,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,2342,br BRA,DF,32,1991,8.0,1,5,1,20.0,0.62,0.12,0.20,1.00,0,0,Matches
2344,Leroy Sané,de GER,MF,Bayern Munich,de Bundesliga,27,1996,27,25,2137,23.7,8,11,19,8,0,0,4,0,0.34,0.46,0.80,0.34,0.80,Matches,2344,de GER,MF,27,1996,23.7,8,73,28,38.4,3.07,1.18,0.11,0.29,0,0,Matches
2345,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,19,2004,14,9,846,9.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2345,sn SEN,DF,19,2004,9.4,0,5,1,20.0,0.53,0.11,0.00,0.00,0,0,Matches
2346,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,21,2002,30,30,2687,29.9,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches,2346,sn SEN,DF,21,2002,29.9,0,16,3,18.8,0.54,0.10,0.00,0.00,0,0,Matches
2347,Ibrahim Sangaré,ci CIV,MF,Nottingham,eng Premier League,25,1997,17,13,1035,11.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2347,ci CIV,MF,25,1997,11.5,0,8,0,0.0,0.70,0.00,0.00,,0,0,Matches
2348,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,28,1994,29,24,1964,21.8,2,3,5,2,0,0,4,0,0.09,0.14,0.23,0.09,0.23,Matches,2348,fr FRA,MF,28,1994,21.8,2,41,9,22.0,1.88,0.41,0.05,0.22,0,0,Matches
2349,Nicola Sansone,it ITA,"MF,FW",Lecce,it Serie A,31,1991,25,4,767,8.5,2,2,4,2,0,0,4,0,0.23,0.23,0.47,0.23,0.47,Matches,2349,it ITA,"MF,FW",31,1991,8.5,2,23,5,21.7,2.70,0.59,0.09,0.40,0,0,Matches
2350,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28,1995,30,22,1926,21.4,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,2350,fr FRA,MF,28,1995,21.4,0,28,9,32.1,1.31,0.42,0.00,0.00,0,0,Matches
2351,Yellu Santiago,es ESP,MF,Getafe,es La Liga,19,2004,14,8,656,7.3,1,0,1,1,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matches,2351,es ESP,MF,19,2004,7.3,1,5,2,40.0,0.69,0.27,0.20,0.50,0,0,Matches
2352,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,19,2004,11,9,831,9.2,1,0,1,1,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches,2352,br BRA,MF,19,2004,9.2,1,12,4,33.3,1.30,0.43,0.08,0.25,0,0,Matches
2354,Danilo Santos,br BRA,MF,Nottingham,eng Premier League,22,2001,29,20,1792,19.9,2,2,4,2,0,0,4,0,0.10,0.10,0.20,0.10,0.20,Matches,2354,br BRA,MF,22,2001,19.9,2,23,7,30.4,1.16,0.35,0.09,0.29,0,0,Matches
2355,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,21,2002,29,26,2365,26.3,1,2,3,1,0,0,6,0,0.04,0.08,0.11,0.04,0.11,Matches,2355,pt POR,DF,21,2002,26.3,1,33,7,21.2,1.26,0.27,0.03,0.14,0,0,Matches
2358,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,31,1992,30,20,1745,19.4,4,7,11,2,2,2,5,0,0.21,0.36,0.57,0.10,0.46,Matches,2358,es ESP,"MF,FW",31,1992,19.4,4,46,18,39.1,2.37,0.93,0.09,0.22,2,2,Matches
2362,Ismaila Sarr,sn SEN,"MF,FW",Marseille,fr Ligue 1,25,1998,23,15,1447,16.1,3,4,7,3,0,0,1,0,0.19,0.25,0.44,0.19,0.44,Matches,2362,sn SEN,"MF,FW",25,1998,16.1,3,25,10,40.0,1.55,0.62,0.12,0.30,0,0,Matches
2364,Martin Satriano,uy URU,"FW,MF",Brest,fr Ligue 1,22,2001,33,21,1864,20.7,4,4,8,4,0,0,4,0,0.19,0.19,0.39,0.19,0.39,Matches,2364,uy URU,"FW,MF",22,2001,20.7,4,63,20,31.7,3.04,0.97,0.06,0.20,0,0,Matches
2365,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31,1991,32,32,2765,30.7,9,6,15,2,7,7,8,1,0.29,0.20,0.49,0.07,0.26,Matches,2365,fr FRA,MF,31,1991,30.7,9,82,29,35.4,2.67,0.94,0.11,0.31,7,7,Matches
2366,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32,1991,23,19,1630,18.1,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches,2366,me MNE,DF,32,1991,18.1,0,5,1,20.0,0.28,0.06,0.00,0.00,0,0,Matches
2367,Sávio,br BRA,"MF,FW",Girona,es La Liga,19,2004,37,35,2976,33.1,9,10,19,9,0,0,5,0,0.27,0.30,0.57,0.27,0.57,Matches,2367,br BRA,"MF,FW",19,2004,33.1,9,45,20,44.4,1.36,0.60,0.20,0.45,0,0,Matches
2370,Joe Scally,us USA,"DF,MF",Gladbach,de Bundesliga,20,2002,31,25,2236,24.8,1,4,5,1,0,0,4,0,0.04,0.16,0.20,0.04,0.20,Matches,2370,us USA,"DF,MF",20,2002,24.8,1,11,1,9.1,0.44,0.04,0.09,1.00,0,0,Matches
2371,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19,2003,33,31,2544,28.3,1,3,4,1,0,0,3,0,0.04,0.11,0.14,0.04,0.14,Matches,2371,it ITA,DF,19,2003,28.3,1,19,6,31.6,0.67,0.21,0.05,0.17,0,0,Matches
2372,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,24,1999,29,17,1453,16.1,12,6,18,12,0,0,1,0,0.74,0.37,1.11,0.74,1.11,Matches,2372,it ITA,FW,24,1999,16.1,12,60,26,43.3,3.72,1.61,0.20,0.46,0,0,Matches
2375,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,24,1999,20,14,1214,13.5,1,2,3,1,0,0,1,1,0.07,0.15,0.22,0.07,0.22,Matches,2375,hu HUN,MF,24,1999,13.5,1,21,5,23.8,1.56,0.37,0.05,0.20,0,0,Matches
2376,Fabian Schär,ch SUI,DF,Newcastle,eng Premier League,31,1991,36,35,3054,33.9,4,1,5,4,0,0,5,0,0.12,0.03,0.15,0.12,0.15,Matches,2376,ch SUI,DF,31,1991,33.9,4,35,9,25.7,1.03,0.27,0.11,0.44,0,0,Matches
2377,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,27,1996,20,12,1063,11.8,7,0,7,6,1,1,1,0,0.59,0.00,0.59,0.51,0.51,Matches,2377,cz CZE,FW,27,1996,11.8,7,40,13,32.5,3.39,1.10,0.18,0.54,1,1,Matches
2379,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25,1997,29,29,2477,27.5,0,5,5,0,0,0,7,0,0.00,0.18,0.18,0.00,0.18,Matches,2379,at AUT,MF,25,1997,27.5,0,21,3,14.3,0.76,0.11,0.00,0.00,0,0,Matches
2380,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,26,1997,27,24,2185,24.3,5,1,6,5,0,0,9,0,0.21,0.04,0.25,0.21,0.25,Matches,2380,de GER,DF,26,1997,24.3,5,26,12,46.2,1.07,0.49,0.19,0.42,0,0,Matches
2381,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,23,1999,33,32,2859,31.8,2,1,3,2,0,0,4,0,0.06,0.03,0.09,0.06,0.09,Matches,2381,de GER,DF,23,1999,31.8,2,27,6,22.2,0.85,0.19,0.07,0.33,0,0,Matches
2382,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,eng Premier League,30,1992,29,17,1352,15.0,2,2,4,2,0,0,1,0,0.13,0.13,0.27,0.13,0.27,Matches,2382,gh GHA,"MF,FW",30,1992,15.0,2,19,11,57.9,1.26,0.73,0.11,0.18,0,0,Matches
2383,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,23,2000,33,30,2601,28.9,4,6,10,4,0,0,5,0,0.14,0.21,0.35,0.14,0.35,Matches,2383,at AUT,"MF,FW",23,2000,28.9,4,38,9,23.7,1.31,0.31,0.11,0.44,0,0,Matches
2385,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,25,1998,22,15,1269,14.1,1,1,2,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,Matches,2385,de GER,MF,25,1998,14.1,1,20,13,65.0,1.42,0.92,0.05,0.08,0,0,Matches
2386,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28,1994,22,13,1155,12.8,0,1,1,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches,2386,de GER,DF,28,1994,12.8,0,8,5,62.5,0.62,0.39,0.00,0.00,0,0,Matches
2388,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,24,1999,26,23,1998,22.2,2,2,4,2,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches,2388,de GER,MF,24,1999,22.2,2,17,4,23.5,0.77,0.18,0.12,0.50,0,0,Matches
2389,Marcel Schuhen,de GER,GK,Darmstadt 98,de Bundesliga,30,1993,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2389,de GER,GK,30,1993,31.0,0,0,0,,0.00,0.00,,,0,0,Matches
2390,Perr Schuurs,nl NED,DF,Torino,it Serie A,23,1999,9,9,770,8.6,1,0,1,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches,2390,nl NED,DF,23,1999,8.6,1,7,1,14.3,0.82,0.12,0.14,1.00,0,0,Matches
2391,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,28,1995,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2391,de GER,GK,28,1995,34.0,0,0,0,,0.00,0.00,,,0,0,Matches
2393,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,19,2003,23,11,1014,11.3,1,1,2,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches,2393,eng ENG,MF,19,2003,11.3,1,15,4,26.7,1.33,0.36,0.07,0.25,0,0,Matches
2394,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,27,1996,31,31,2789,31.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2394,it ITA,GK,27,1996,31.0,0,0,0,,0.00,0.00,,,0,0,Matches
2398,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,31,1991,11,11,946,10.5,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,2398,rs SRB,DF,31,1991,10.5,1,4,1,25.0,0.38,0.10,0.25,1.00,0,0,Matches
2399,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,23,2000,11,7,593,6.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2399,gh GHA,DF,23,2000,6.6,0,2,0,0.0,0.30,0.00,0.00,,0,0,Matches
2400,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,23,2000,14,13,1131,12.6,0,1,1,0,0,0,5,1,0.00,0.08,0.08,0.00,0.08,Matches,2400,gh GHA,DF,23,2000,12.6,0,6,1,16.7,0.48,0.08,0.00,0.00,0,0,Matches
2401,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,22,2001,21,6,718,8.0,0,2,2,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,Matches,2401,at AUT,MF,22,2001,8.0,0,0,0,,0.00,0.00,,,0,0,Matches
2403,Davie Selke,de GER,FW,Köln,de Bundesliga,28,1995,19,16,1265,14.1,6,0,6,6,0,0,3,0,0.43,0.00,0.43,0.43,0.43,Matches,2403,de GER,FW,28,1995,14.1,6,33,11,33.3,2.35,0.78,0.18,0.55,0,0,Matches
2404,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31,1992,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2404,be BEL,GK,31,1992,19.0,0,0,0,,0.00,0.00,,,0,0,Matches
2405,Matz Sels,be BEL,GK,Nottingham,eng Premier League,31,1992,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2405,be BEL,GK,31,1992,16.0,0,0,0,,0.00,0.00,,,0,0,Matches
2406,Nélson Semedo,pt POR,"MF,DF",Wolves,eng Premier League,29,1993,36,36,3084,34.3,0,1,1,0,0,0,10,1,0.00,0.03,0.03,0.00,0.03,Matches,2406,pt POR,"MF,DF",29,1993,34.3,0,17,4,23.5,0.50,0.12,0.00,0.00,0,0,Matches
